date,oil,gas,wheat
2015-10-01,46.95666666667,2.3152,206.337753252
2015-11-01,43.11333333333,2.0775,203.405608386
2015-12-01,36.57333333333,1.9228,191.982001383
2016-01-01,29.78,2.2744,191.72847006
2016-02-01,31.03,1.9572,188.432562861
2016-03-01,37.34,1.7017,189.689196375
2016-04-01,40.75,1.9047,192.760967187
2016-05-01,45.93666666667,1.922,189.850868523
2016-06-01,47.68666666667,2.5666,187.014257199
2016-07-01,44.12666666667,2.7879,166.514963706
2016-08-01,44.87666666667,2.7913,159.280135083
2016-09-01,45.04333333333,2.9689,157.560531327
2016-10-01,49.29333333333,2.9492,164.369133378
2016-11-01,45.26,2.5009,167.275557675
2016-12-01,52.62,3.5818,161.168759721
2017-01-01,53.59,3.2608,173.606492016
2017-02-01,54.35333333333,2.8233,181.002992787
2017-03-01,50.90333333333,2.8875,176.538636882
2017-04-01,52.16333333333,3.082,172.191860721
2017-05-01,49.89333333333,3.1248,174.97335654
2017-06-01,46.16666666667,2.941,183.361936401
2017-07-01,47.65666666667,2.9614,201.770515071
2017-08-01,49.94333333333,2.8757,172.684225899
2017-09-01,52.95,2.963,176.898724848
2017-10-01,54.92,2.8638,177.005281491
2017-11-01,59.93333333333,2.9913,175.664137536
2017-12-01,61.18666666667,2.7583,172.493158815
2018-01-01,66.22666666667,3.8556,178.342751079
2018-02-01,63.46,2.6708,190.560021354
2018-03-01,64.16666666667,2.6989,198.860416407
2018-04-01,68.79333333333,2.7791,198.794277801
2018-05-01,73.43,2.7972,209.949656013
2018-06-01,71.97666666667,2.9523,206.003385855
2018-07-01,72.66666666667,2.8251,206.933000706
2018-08-01,71.08333333333,2.9572,217.438015959
2018-09-01,75.36333333333,2.9847,202.049766963
2018-10-01,76.72666666667,3.284,209.104551603
2018-11-01,62.31666666667,4.1293,210.846201561
2018-12-01,53.96,3.9825,217.809127026
2019-01-01,56.58333333333,3.0795,220.157047539
2019-02-01,61.13333333333,2.7171,217.246948875
2019-03-01,63.78666666667,2.935,200.388953079
2019-04-01,68.57666666667,2.646,197.331879735
2019-05-01,66.83333333333,2.6279,200.322814473
2019-06-01,59.76,2.3965,222.40943451
2019-07-01,61.47666666667,2.36,203.960437803
2019-08-01,57.67,2.2243,197.522946819
2019-09-01,60.04,2.58,201.90646665
2019-10-01,57.27333333333,2.3313,212.848731576
2019-11-01,60.40333333333,2.6505,223.537465179
2019-12-01,63.35333333333,2.2425,237.676429395
2020-01-01,61.62666666667,2.0305,247.994051931
2020-02-01,53.34666666667,1.9158,238.977155313
2020-03-01,32.20333333333,1.7927,228.123075195
2020-04-01,21.04333333333,1.7386,221.685584211
2020-05-01,30.38,1.7525,209.927609811
2020-06-01,39.45666666667,1.6128,200.495509722
2020-07-01,42.06666666667,1.7352,212.742174933
2020-08-01,43.44333333333,2.3017,208.939205088
2020-09-01,40.59666666667,1.9186,219.683054196
2020-10-01,39.9,2.2473,245.197858644
2020-11-01,42.30333333333,2.5881,247.94628516
2020-12-01,48.72666666667,2.5387,251.154007551
2021-01-01,53.60333333333,2.6655,276.448349979
2021-02-01,60.46333333333,5.0651,276.628393962
2021-03-01,63.83,2.5645,272.575567161
2021-04-01,62.95,2.61,281.379350493
2021-05-01,66.4,2.8884,270.98456625
2021-06-01,71.80333333333,3.2318,263.477834469
2021-07-01,73.28333333333,3.8036,254.67037677
2021-08-01,68.86666666667,4.0486,276.183795555
2021-09-01,72.8,5.1111,263.59908858
2021-10-01,82.06333333333,5.478,...
2021-11-01,79.91666666667,5.0176,334.499674212
2021-12-01,72.86666666667,3.7327,327.819675006
2022-01-01,83.92,4.3325,325.159433298
2022-02-01,93.54333333333,4.6577,339.346164285
2022-03-01,112.39666666667,4.8839,446.65605252
2022-04-01,103.41333333333,6.5306,427.306835898
2022-05-01,110.09666666667,8.1373,438.381378036
2022-06-01,116.8,7.674,379.89280413
2022-07-01,105.08333333333,7.2561,316.686342996
2022-08-01,95.97333333333,8.7854,...
2022-09-01,88.22,7.7629,...
2022-10-01,90.32666666667,5.6195,...
2022-11-01,87.37666666667,5.2769,...
2022-12-01,78.06666666667,5.503,...
2023-01-01,80.41,3.2728,...
2023-02-01,80.25333333333,2.3836,311.88027096
2023-03-01,76.47333333333,2.3049,284.682606426
2023-04-01,82.46,2.1611,277.164851544
2023-05-01,74.12333333333,2.1464,260.508945933
2023-06-01,73.26333333333,2.1834,256.999925448
2023-07-01,78.98333333333,2.554,249.853281633
2023-08-01,84.72433333333,2.5845,230.805363105
2023-09-01,92.22,2.6395,230.551831782
2023-10-01,89.08366666667,2.9886,236.647606635
2023-11-01,81.35433333333,2.7084,241.031126466
2023-12-01,75.71933333333,2.5265,255.034139103
2024-01-01,77.67233333333,3.1806,247.861774719
2024-02-01,80.548,1.7211,246.160542798
2024-03-01,83.54566666667,1.4999,228.490511895
2024-04-01,88.01133333333,1.5967,227.810754
2024-05-01,81.445,2.1314,253.1638863
2024-06-01,81.205,2.5123,230.606947287
2024-07-01,83.25866666667,2.0751,218.837949786
2024-08-01,78.121,1.9903,205.768226367
2024-09-01,72.42433333333,2.2508,219.205386486
2024-10-01,73.97066666667,2.2077,233.340676335
2024-11-01,72.29166666667,2.1045,229.02329511
2024-12-01,72.311,3.0229,230.276254257
2025-01-01,78.162,4.0991,230.577552351
2025-02-01,73.819,4.2226,243.507649824
2025-03-01,70.70133333333,4.1281,227.542525209
2025-04-01,65.905,3.3998,219.583846287
2025-05-01,62.74866666667,3.1152,221.27038074
2025-06-01,69.14666666667,3.022,217.305738747
2025-07-01,69.19033333333,3.1922,210.592670238
2025-08-01,66.71766666667,2.9105,200.348535042
2025-09-01,66.457,2.9733,206.958721275
2025-10-01,63.04033333333,3.1973,209.32868799
2025-11-01,62.33633333333,3.7912,225.194604696
2025-12-01,60.88,4.2514,223.173702846
2026-01-01,63.652,7.5832,217.654803612
2026-02-01,68.01466666667,3.6147,232.352271612
2026-03-01,95.57633333333,3.0584,247.39513011
2026-04-01,103.91433333333,2.7675,246.47653836
